"","X","Scenario","id","Choice","submitdate","startlanguage","startdate","Gender","Age","MaritalStatus","Occupation","Occupation.other.","Education","Householdsize","IncomeLevel","CityCountry","Nationality","DriversLicense","Carownership","ModeOfTransport.SQ001.","ModeOfTransport.SQ002.","ModeOfTransport.SQ003.","ParkingCosts.SQ001.","CongestionCosts.SQ001.","LowIncLikert.SQ001.","AffordableTrLikert.SQ001.","Resources","interviewtime","Time_Group1","Time_Group2","Time_Group3","Time_Group4","DailyTravelCost.Alt1","DelayOfTravel.Alt1","PeopleBenefiting.Alt1","CongestionReduction.Alt1","DailyTravelCost.Alt2","DelayOfTravel.Alt2","PeopleBenefiting.Alt2","CongestionReduction.Alt2","DailyTravelCost.Alt3","DelayOfTravel.Alt3","PeopleBenefiting.Alt3","CongestionReduction.Alt3","RR_Total","percent_RR_Total","RR_Gr2","RR_Gr3","RR_Gr4"
"532",3916,"S17","0891638_30","Alt1","1/31/2019 7:25","en","1/31/2019 7:20","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich, Germany ","Ukrainian ","Yes","no","Public Transport","Public Transport","Public Transport",5,3,3,4,"",290.91,101.14,21.21,117.09,51.47,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,1,0
"533",3924,"S17","0891638_31","Alt1","1/31/2019 7:36","en","1/31/2019 7:33","Male","25-29 years","Single","student (school)/ Auszubildender/Auszubildende","","University degree (Fachhochschul-/Universitätsabschluss)","2","I prefer not to answer","Weimar, Germany","Bangladeshi","Yes","no","Car","Car","Carsharing",5,3,5,2,"",187.46,58.8,26.11,75.97,26.58,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"534",3935,"S17","0891638_32","Alt1","1/31/2019 8:09","en","1/31/2019 8:07","Male","25-29 years","Married","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)",">4","0-5,000 €","Munich Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",3,3,1,1,"Based on some measure of need",121.25,45.08,19.33,32.25,24.59,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"535",3843,"S17","0891638_33","Alt2","1/31/2019 8:16","en","1/31/2019 8:09","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","I prefer not to answer","Dachau, Germany","German","Yes","no","Public Transport","Bike","Bike",2,3,2,4,"Equally per capita",452.29,97.59,44.39,231.22,79.09,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"536",3880,"S17","0891638_36","Alt3","1/31/2019 8:45","en","1/31/2019 8:38","Male","30-39 years","Married","I prefer not to answer.","","Graduate degree (MSc / PhD / etc.)",">4","0-5,000 €","Stuttgart ","Bangladeshi ","No","no","Public Transport","Walking","Public Transport",3,2,1,5,"Based on some measure of need",447.01,140.4,40.25,190.94,75.42,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"537",3877,"S17","0891638_38","Alt3","1/31/2019 9:02","en","1/31/2019 8:57","Male","30-39 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","3","5,000-10,000 €","Munich, Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",3,3,4,2,"Based on some measure of need",282.12,115.23,28.07,85.86,52.96,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"538",3866,"S17","0891638_39","Alt1","1/31/2019 9:24","en","1/31/2019 9:19","Female","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Public Transport","Public Transport",5,2,1,4,"Equally per capita",279.57,84.36,18.45,135.24,41.52,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"539",3933,"S17","0891638_40","Alt2","1/31/2019 9:32","en","1/31/2019 9:28","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Kathmandu, Nepal","Nepalese","Yes","no","Public Transport","Public Transport","Public Transport",3,4,1,1,"Based on some measure of need",255.47,51.21,21.68,135.78,46.8,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"540",3896,"S17","0891638_44","Alt3","1/31/2019 10:10","en","1/31/2019 9:54","Female","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2","50,000-60000 €","Munich,Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,3,4,1,"Based on some measure of need",942.43,168.65,52.58,566.67,154.53,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"541",3868,"S17","0891638_45","Alt1","1/31/2019 10:04","en","1/31/2019 10:00","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Indian","No","no","Public Transport","Walking","Public Transport",2,2,3,3,"Based on some measure of need",247.23,39.16,24.31,140.27,43.49,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"542",3915,"S17","0891638_46","Alt1","1/31/2019 10:09","en","1/31/2019 10:04","Female","18-24 years","Married","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Munich, Germany ","American ","Yes","no","Public Transport","Walking","Public Transport",3,1,1,2,"Based on some measure of need",276.05,47.93,20.38,140.79,66.95,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"543",3883,"S17","0891638_47","Alt1","1/31/2019 10:14","en","1/31/2019 10:09","Female","25-29 years","Single","Employed - half-employed","","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Munich, Germany","German","Yes","no","Public Transport","Public Transport","Public Transport",5,2,2,1,"Equally per capita",336.85,48.71,22.21,209.66,56.27,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"544",3902,"S17","0891638_48","Alt2","1/31/2019 10:29","en","1/31/2019 10:23","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","5,000-10,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",5,5,1,2,"Based on some measure of need",341.98,67.56,33.8,204.07,36.55,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"545",3899,"S17","0891638_49","Alt3","1/31/2019 10:34","en","1/31/2019 10:27","Female","40-49 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)",">4","30,000-40,000 €","Uk","British","Yes","yes, a privately owned/leased car","Car","Car","Walking",5,5,1,1,"Based on some measure of need",429.56,73.19,39.9,262.96,53.51,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"546",3906,"S17","0891638_50","Alt1","1/31/2019 10:35","en","1/31/2019 10:31","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","1","0-5,000 €","","","No","no","Public Transport","Public Transport","Public Transport",1,1,5,5,"",255.3,48.11,116.77,63.13,27.29,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"547",3841,"S17","0891638_51","Alt1","1/31/2019 10:38","en","1/31/2019 10:36","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","2","0-5,000 €","Munich, Germany","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",1,1,3,3,"Equally per capita",126.85,46.33,16.08,29.21,35.23,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"548",3849,"S17","0891638_52","Alt3","1/31/2019 10:43","en","1/31/2019 10:38","Female","25-29 years","Single","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Berlin, germnay","bangladeshi","No","no","Public Transport","Public Transport","Car",3,3,3,3,"Equally per capita",309.69,102.54,31.73,132.58,42.84,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"549",3929,"S17","0891638_53","Alt3","1/31/2019 10:52","en","1/31/2019 10:48","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","4","5,000-10,000 €","Stuttgart,germany","Bangladesh","No","no","Public Transport","Public Transport","Public Transport",4,4,4,4,"",251.05,117.3,27.53,64.63,41.59,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"550",3858,"S17","0891638_55","Alt3","1/31/2019 11:14","en","1/31/2019 11:09","Male","30-39 years","Single","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","2",">70000 €","Munich, Germany","American","Yes","no","Public Transport","Public Transport","Public Transport",3,3,1,5,"",335.18,98.65,14.46,175.77,46.3,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"551",3908,"S17","0891638_57","Alt1","1/31/2019 11:37","en","1/31/2019 11:21","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Freising,Germany","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",3,1,5,3,"Based on some measure of need",332.52,43.85,31.64,205.14,51.89,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"552",3888,"S17","0891638_59","Alt2","1/31/2019 11:34","en","1/31/2019 11:32","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","0-5,000 €","","","No","no","Car","Public Transport","Public Transport",5,5,4,5,"Based on some measure of need",170.15,35.59,16.78,92.12,25.66,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,3,100,1,1,1
"553",3854,"S17","0891638_60","Alt1","1/31/2019 12:11","en","1/31/2019 11:39","Male","30-39 years","Married","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","I prefer not to answer.","I prefer not to answer","Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",1,1,3,4,"Equally per capita",1898.09,109.07,30.39,220.77,1537.86,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"554",3931,"S17","0891638_62","Alt1","1/31/2019 13:20","en","1/31/2019 13:15","Female","18-24 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","2","40,000-50,000 €","Amsterdam, The Netherlands ","Bulgarian","Yes","no","Public Transport","Car","Bike",2,2,5,1,"Based on some measure of need",321.5,71.39,30.15,179.07,40.89,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"555",3874,"S17","0891638_65","Alt2","1/31/2019 13:31","en","1/31/2019 13:21","Female","30-39 years","Married","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","3","10,000-20,000 €","Saitama, Japan","Bangladeshi","No","no","Bike","Bike","Public Transport",4,2,2,5,"Equally per capita",637.57,240.19,24.22,261.54,111.62,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"556",3909,"S17","0891638_69","Alt1","1/31/2019 14:05","en","1/31/2019 14:01","Female","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","10,000-20,000 €","Hamburg, Germany ","Philippinen","Yes","yes, a privately owned/leased car","Public Transport","Public Transport","Public Transport",2,5,5,4,"Based on some measure of need",253.96,44.39,15.02,156.62,37.93,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"557",3870,"S17","0891638_7","Alt2","1/31/2019 2:11","en","1/31/2019 2:06","Male","30-39 years","Divorced / Widowed","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3","10,000-20,000 €","Munich ","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",5,3,5,1,"Equally per capita",268.72,58.98,21.13,137.8,50.81,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,1,0,0
"558",3884,"S17","0891638_70","Alt3","1/31/2019 14:12","en","1/31/2019 14:09","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","10,000-20,000 €","Hannover, Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Public Transport",5,1,5,1,"Based on some measure of need",217.07,74.2,28.99,73.15,40.73,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"559",3890,"S17","0891638_71","Alt1","1/31/2019 14:25","en","1/31/2019 14:17","Male","18-24 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Munich ","Italian","Yes","no","Walking","Bike","Bike",1,2,1,4,"Based on some measure of need",452.9,67.71,51.77,257.81,75.61,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"560",3901,"S17","0891638_73","Alt1","1/31/2019 14:49","en","1/31/2019 14:44","Male","25-29 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","2","30,000-40,000 €","Clemson United States","Bangladeshi","Yes","yes, a privately owned/leased car","Car","Car","Car",2,3,5,5,"Based on some measure of need",345.32,78.72,24.85,171.95,69.8,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"561",3905,"S17","0891638_74","Alt2","1/31/2019 14:50","en","1/31/2019 14:45","Male","18-24 years","Single","student (university)","","Not graduated","1","I prefer not to answer","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",5,3,5,5,"Equally per capita",289.29,58.12,29.55,114.88,86.74,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"562",3913,"S17","0891638_75","Alt2","1/31/2019 15:27","en","1/31/2019 14:50","Female","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)",">4","0-5,000 €","Khulna, Bangladesh ","Bangladeshi ","No","no","Public Transport","Walking","Walking",3,3,2,1,"Based on some measure of need",2232.57,343.87,185.95,1500.23,202.52,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"563",3920,"S17","0891638_76","Alt1","1/31/2019 15:05","en","1/31/2019 15:01","Male","25-29 years","Single","Employed - full-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","30,000-40,000 €","Dhaka, Bangladesh","Bangladeshi","No","no","Public Transport","Car","Walking",5,5,5,5,"",291.12,99.16,38.48,102.71,50.77,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"564",3927,"S17","0891638_77","Alt2","1/31/2019 15:55","en","1/31/2019 15:17","Male","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)","3","5,000-10,000 €","Narayangonj, Bangladesh","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",5,5,5,4,"Based on some measure of need",2269.08,167.84,45.91,1884.78,170.55,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"565",3940,"S17","0891638_78","Alt3","1/31/2019 15:27","en","1/31/2019 15:22","Female","30-39 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","2","20,000-30,000 €","Clemson, SC, USA","Bnagladeshi","Yes","yes, a privately owned/leased car","Car","Car","Car",5,5,5,5,"Based on some measure of need",306.57,82.75,23.64,159.51,40.67,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,0,1
"566",3876,"S17","0891638_8","Alt2","1/31/2019 2:21","en","1/31/2019 2:12","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","2","5,000-10,000 €","Munich, Germany","Bangladeshi ","No","no","Public Transport","Bike","Bike",4,4,3,3,"Based on some measure of need",528.98,300.14,31.15,143.58,54.11,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"567",3846,"S17","0891638_82","Alt1","1/31/2019 16:47","en","1/31/2019 16:31","Female","18-24 years","Married","student (school)/ Auszubildender/Auszubildende","","Graduated after secondary school (mittlere Reife)","2","10,000-20,000 €","Munich, Germany","spanish, german, italian","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",2,2,4,3,"Based on some measure of need",1004.87,158.48,76.99,648.12,121.28,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"568",3918,"S17","0891638_83","Alt1","1/31/2019 16:39","en","1/31/2019 16:35","Male","25-29 years","Single","student (university)","","Graduated after secondary school (Volks-oder Hauptschule)","I prefer not to answer.","I prefer not to answer","Freising, Germany ","Bangladeshi ","No","no","Public Transport","Public Transport","Walking",1,1,5,5,"",243.28,71.12,27.05,77.27,67.84,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"569",3885,"S17","0891638_84","Alt1","1/31/2019 16:48","en","1/31/2019 16:40","Male","25-29 years","Single","student (university)","","Graduate degree (MSc / PhD / etc.)","1","5,000-10,000 €","Munich, Germany","Indian","No","no","Public Transport","Walking","Bike",1,1,1,3,"Based on some measure of need",500.85,49.92,26.95,274.81,149.17,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"570",3898,"S17","0891638_85","Alt3","1/31/2019 16:51","en","1/31/2019 16:47","Other","30-39 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","10,000-20,000 €","Munich","Vietnamese","Yes","no","Public Transport","Bike","Bike",5,5,5,5,"Equally per capita",224.59,59.74,40.62,80.75,43.48,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,0,1,1
"571",3891,"S17","0891638_86","Alt3","1/31/2019 17:04","en","1/31/2019 17:01","Female","30-39 years","Married","student (university)","","Graduate degree (MSc / PhD / etc.)","3","I prefer not to answer","Munich","","No","no","Car","Car","Car",1,2,3,3,"",200.29,83.97,22,46.95,47.37,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,1,0
"572",3871,"S17","0891638_87","Alt1","1/31/2019 17:20","en","1/31/2019 17:10","Male","25-29 years","Single","Employed - half-employed","","University degree (Fachhochschul-/Universitätsabschluss)","4","10,000-20,000 €","Madrid, Spain","Bulgarian","Yes","no","Public Transport","Public Transport","Public Transport",1,2,2,4,"Based on some measure of need",579.02,146.63,27.8,331.37,73.22,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"573",3917,"S17","0891638_88","Alt1","1/31/2019 17:31","en","1/31/2019 17:12","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)",">4","20,000-30,000 €","Dhaka","Bangladeshi","No","no","Public Transport","Public Transport","Walking",4,4,5,5,"Equally per capita",1136.35,160.45,39.49,665.75,270.66,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"574",3925,"S17","0891638_9","Alt1","1/31/2019 2:18","en","1/31/2019 2:13","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","10,000-20,000 €"," Munich, Germany","Pakistani","Yes","yes, a privately owned/leased car","Public Transport","Car","Car",2,2,4,1,"Based on some measure of need",293.86,67.84,21.34,170.63,34.05,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,0,1
"575",3938,"S17","0891638_94","Alt3","1/31/2019 20:02","en","1/31/2019 19:58","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","4","10,000-20,000 €","Essen,Germany","Bangladeshi","Yes","no","Public Transport","Walking","Public Transport",1,1,5,5,"Based on some measure of need",256.49,88.51,27.85,91.29,48.84,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,1,33.3333333333333,0,1,0
"576",3907,"S17","0891638_95","Alt1","1/31/2019 21:30","en","1/31/2019 21:27","Male","25-29 years","Single","student (university)","","University degree (Fachhochschul-/Universitätsabschluss)","1","0-5,000 €","Munich, Germany","Bangladeshi","No","no","Public Transport","Public Transport","Walking",1,5,3,3,"Based on some measure of need",225.01,118.84,14.12,36.91,55.14,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,2,66.6666666666667,1,1,0
"577",3911,"S17","0891638_96","Alt1","1/31/2019 21:45","en","1/31/2019 21:37","Male","18-24 years","Single","student (university)","","High school graduated (Fachhochschulreife, Abitur, EOS 12. Klasse bzw. Berufsausbildung mit Abitur)",">4","0-5,000 €","Dhaka, Bangladesh","Bangladeshi","No","no","Public Transport","Public Transport","Public Transport",3,4,2,2,"Based on some measure of need",473.11,100.14,36.54,253.24,83.19,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
"578",3922,"S17","0891638_97","Alt2","1/31/2019 22:57","en","1/31/2019 22:47","Male","30-39 years","Married","Employed - full-employed","","Graduate degree (MSc / PhD / etc.)","3","40,000-50,000 €","Innsbruck, Austria","Austrian","No","no","Walking","Public Transport","Public Transport",3,1,1,5,"Equally per capita",605.19,92.2,40.79,304.64,167.56,3,-0.2,0.15,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0
